"S.No.","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Manufacturer","Model","Type","Price.y","MPG.city","MPG.highway","AirBags","DriveTrain","Cylinders","Horsepower","RPM","Rev.per.mile","Man.trans.avail","Fuel.tank.capacity","Length","Wheelbase","Width","Turn.circle","Rear.seat.room","Luggage.room","Weight","Origin","5","7","8","4","6","2","NA","10","9","0"
7028,"Toyota Innova 2.5 GX (Diesel) 7 Seater","Chennai",2012,115439,"Diesel","Manual","Second",12.99,2494,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7029,"Hyundai i20 2015-2017 1.4 CRDi Sportz","Pune",2011,104500,"Diesel","Manual","Second",23,1396,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7030,"Mercedes-Benz E-Class E250 CDI Launch Edition","Delhi",2013,35000,"Diesel","Automatic","First",13,2143,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7031,"Hyundai Creta 1.6 SX Plus Diesel","Coimbatore",2016,26186,"Diesel","Manual","First",19.67,1582,126.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7032,"Chevrolet Spark 1.0 LT","Pune",2012,58061,"Petrol","Manual","First",18,995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7033,"Hyundai i20 1.4 CRDi Sportz","Ahmedabad",2011,62000,"Diesel","Manual","First",23,1396,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7034,"Maruti Swift Dzire VDI","Mumbai",2013,118000,"Diesel","Manual","Second",23.4,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7035,"Hyundai i10 Magna 1.2","Chennai",2009,65000,"Petrol","Manual","First",20.36,1197,78.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7036,"Hyundai Santro Xing GLS","Hyderabad",2008,44379,"Petrol","Manual","First",17.92,1086,62.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7037,"Ford Ecosport 1.5 DV5 MT Ambiente","Kochi",2017,61041,"Diesel","Manual","First",22.7,1498,89.84,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7038,"Ford Fiesta Classic 1.4 Duratorq CLXI","Bangalore",2011,73000,"Diesel","Manual","Second",17.8,1399,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7039,"Hyundai Creta 1.6 CRDi AT SX Plus","Pune",2016,57297,"Diesel","Automatic","First",17.01,1582,126.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7040,"Hyundai Creta 1.6 VTVT Base","Hyderabad",2015,28700,"Petrol","Manual","Second",15.29,1591,121.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7041,"Honda City 1.5 V MT","Hyderabad",2013,85264,"Petrol","Manual","First",17,1497,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7042,"Maruti Ignis 1.2 AMT Delta","Hyderabad",2017,20000,"Petrol","Automatic","First",20.89,1197,81.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7043,"Honda City i-VTEC CVT ZX","Hyderabad",2017,11934,"Petrol","Automatic","First",18,1497,117.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7044,"Honda City 1.5 V MT","Pune",2010,83000,"Petrol","Manual","First",17,1497,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7045,"Ford Fiesta Classic 1.6 Duratec LXI","Hyderabad",2013,23000,"Petrol","Manual","First",15.3,1596,99.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7046,"Hyundai i20 Sportz 1.2","Mumbai",2017,14927,"Petrol","Manual","First",18.6,1197,81.83,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7047,"Toyota Corolla Executive (HE)","Hyderabad",2007,158000,"Petrol","Manual","Second",13.4,1794,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7048,"Nissan Micra Diesel XV","Jaipur",2011,111000,"Diesel","Manual","Third",23.08,1461,63.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7049,"Maruti Alto LXi BSIII","Hyderabad",2011,63528,"Petrol","Manual","First",19.7,796,46.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7050,"Maruti Ciaz VDi Plus","Jaipur",2015,92000,"Diesel","Manual","First",26.21,1248,88.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7051,"Maruti Ciaz 1.3 Alpha","Delhi",2017,41200,"Diesel","Manual","First",28.09,1248,88.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7052,"Mahindra XUV500 W8 2WD","Coimbatore",2016,39052,"Diesel","Manual","First",15.1,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7053,"Renault Duster 85PS Diesel RxL","Ahmedabad",2014,55100,"Diesel","Manual","First",20.45,1461,83.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7054,"Hyundai i20 1.2 Sportz","Ahmedabad",2011,76958,"Petrol","Manual","First",17,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7055,"Renault Pulse RxL","Kochi",2015,70419,"Diesel","Manual","First",23.08,1461,63.12,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7056,"Maruti Wagon R AMT VXI","Mumbai",2017,21000,"Petrol","Automatic","First",20.51,998,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7057,"BMW 6 Series 650i Coupe","Delhi",2009,64000,"Petrol","Automatic","First",7.94,4395,NA,"BMW","535i","Midsize",30,22,30,"Driver only","Rear","4",208,5700,2545,"Yes",21.1,186,109,69,39,27,13,3640,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7058,"Honda City V MT","Delhi",2011,63698,"Petrol","Manual","Second",16.8,1497,116.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7059,"Tata Indigo eCS LX BSIV","Coimbatore",2016,62715,"Diesel","Manual","First",23.03,1396,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7060,"Honda Brio S MT","Coimbatore",2013,37922,"Petrol","Manual","Second",19.4,1198,86.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7061,"Honda Jazz 1.5 S i DTEC","Ahmedabad",2016,52000,"Diesel","Manual","First",27.3,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7062,"Mercedes-Benz A Class A180 CDI","Chennai",2013,47000,"Diesel","Automatic","First",20,2143,107.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7063,"Toyota Corolla Altis GL","Mumbai",2009,64000,"Petrol","Manual","Second",14.53,1798,138.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7064,"Honda Civic 2006-2010 1.8 (E) MT","Hyderabad",2007,109000,"Petrol","Manual","Second",13.5,1799,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7065,"Hyundai Creta 1.6 CRDi SX Option","Mumbai",2015,19000,"Diesel","Manual","First",19.67,1582,126.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7066,"Audi Q5 2008-2012 2.0 TFSI Quattro","Ahmedabad",2009,99000,"Petrol","Automatic","Second",9.74,1984,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7067,"OpelCorsa 1.4Gsi","Hyderabad",2005,50000,"Petrol","Manual","Second",14.2,1389,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7068,"Toyota Fortuner 4x2 AT","Pune",2013,105000,"Diesel","Automatic","Second",12.55,2982,168.5,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7069,"Hyundai Creta 1.6 VTVT S","Jaipur",2016,24000,"Petrol","Manual","First",15.29,1591,121.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7070,"Volkswagen Ameo 1.5 TDI Highline","Coimbatore",2017,23389,"Diesel","Manual","First",21.66,1498,108.62,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7071,"Hyundai i20 Magna","Ahmedabad",2009,90000,"Petrol","Manual","First",18.5,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7072,"Audi A6 2011-2015 2.0 TDI Premium Plus","Delhi",2013,20000,"Diesel","Automatic","First",17.68,1968,174.33,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7073,"Hyundai Grand i10 CRDi Sportz","Jaipur",2014,62269,"Diesel","Manual","First",24,1120,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7074,"Audi Q3 30 TDI S Edition","Chennai",2015,69000,"Diesel","Manual","First",17.32,1968,138.13,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7075,"BMW 5 Series 2013-2017 530d M Sport","Kochi",2015,58898,"Diesel","Automatic","First",14.69,2993,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7076,"Maruti Swift Dzire AMT ZDI","Coimbatore",2018,29110,"Diesel","Automatic","First",26.59,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7077,"Hyundai Grand i10 1.2 Kappa Sportz AT","Kochi",2019,34649,"Petrol","Automatic","First",18.9,1197,81.86,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7078,"Honda City i DTEC SV","Kolkata",2017,13000,"Diesel","Manual","First",26,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7079,"Hyundai Grand i10 1.2 Kappa Magna","Jaipur",2015,25043,"Petrol","Manual","First",18.9,1197,81.86,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7080,"Honda Jazz 1.2 V CVT i VTEC","Coimbatore",2018,36611,"Petrol","Automatic","First",19,1199,88.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7081,"Maruti Swift VDi BSIII W/ ABS","Jaipur",2008,150000,"Diesel","Manual","Second",17.8,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7082,"Maruti Wagon R VXI","Ahmedabad",2015,82000,"Petrol","Manual","First",22.5,998,67.04,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7083,"Maruti Ciaz RS ZDi Plus SHVS","Kochi",2017,45158,"Diesel","Manual","Second",28.09,1248,88.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7084,"Volkswagen Vento 1.2 TSI Comfortline AT","Coimbatore",2016,36968,"Petrol","Automatic","First",16.93,1197,103.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7085,"Maruti Swift VXI BSIV","Coimbatore",2015,53556,"Petrol","Manual","First",20.4,1197,81.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7086,"Skoda Laura Ambition 2.0 TDI CR AT","Bangalore",2013,78500,"Diesel","Automatic","First",20,1968,138.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7087,"Hyundai Xcent 1.1 CRDi S Celebration Edition","Jaipur",2017,133000,"Diesel","Manual","First",24.4,1120,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7088,"Hyundai Creta 1.6 CRDi SX","Coimbatore",2017,33186,"Diesel","Manual","First",19.67,1582,126.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7089,"Mercedes-Benz New C-Class C 200 CGI Elegance","Delhi",2012,65000,"Petrol","Automatic","First",11.74,1796,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7090,"Maruti Swift VDI","Coimbatore",2015,61903,"Diesel","Manual","First",22.9,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7091,"Toyota Etios G","Kolkata",2011,25000,"Petrol","Manual","First",17.6,1496,88.73,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7092,"Hyundai Santro Xing XG AT eRLX Euro III","Coimbatore",2007,64168,"Petrol","Automatic","First",17,1086,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7093,"Maruti Swift Dzire VXI Optional","Hyderabad",2017,8044,"Petrol","Manual","First",20.85,1197,83.14,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7094,"Audi Q5 3.0 TDI Quattro Technology","Bangalore",2017,18000,"Diesel","Automatic","First",13.22,2967,241.4,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7095,"Honda City V MT","Mumbai",2013,80000,"Petrol","Manual","First",16.8,1497,116.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7096,"Mahindra KUV 100 mFALCON D75 K6 5str AW","Chennai",2016,45000,"Diesel","Manual","First",25.32,1198,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7097,"Mahindra Xylo D4 BSIV","Mumbai",2013,78835,"Diesel","Manual","Second",14,2498,NA,"Chevrolet","Astro","Van",16.6,15,20,"None","4WD","6",165,4000,1790,"No",27,194,111,78,42,33.5,NA,4025,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7098,"Tata Tiago 1.2 Revotron XT","Kochi",2017,30631,"Petrol","Manual","First",23.84,1199,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7099,"Mahindra Scorpio VLX 2WD BSIII","Hyderabad",2011,72573,"Diesel","Manual","First",12.05,2179,NA,"Chevrolet","Astro","Van",16.6,15,20,"None","4WD","6",165,4000,1790,"No",27,194,111,78,42,33.5,NA,4025,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7100,"Toyota Innova Crysta 2.8 GX AT","Delhi",2016,10000,"Diesel","Automatic","First",11.36,2755,171.5,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7101,"Maruti Wagon R VXI BSIII","Mumbai",2011,50215,"Petrol","Manual","First",18.9,998,67.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7102,"Maruti 800 AC","Kolkata",2009,9999,"Petrol","Manual","First",16.1,796,NA,"BMW","535i","Midsize",30,22,30,"Driver only","Rear","4",208,5700,2545,"Yes",21.1,186,109,69,39,27,13,3640,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7103,"Honda Civic 2006-2010 1.8 MT Sport","Pune",2008,110000,"Petrol","Manual","Second",13.5,1799,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7104,"Chevrolet Beat Diesel LS","Jaipur",2013,81000,"Diesel","Manual","First",25.44,936,57.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7105,"Mahindra Thar CRDe","Delhi",2016,11000,"Diesel","Manual","First",16.55,2498,NA,"Audi","100","Midsize",37.7,19,26,"Driver & Passenger","Front","6",172,5500,2535,"Yes",21.1,193,106,70,37,31,17,3405,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7106,"Tata Zest Revotron 1.2T XE","Kolkata",2017,59000,"Petrol","Manual","First",17.57,1193,88.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7107,"Hyundai EON Era Plus","Mumbai",2015,8300,"Petrol","Manual","First",21.1,814,55.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7108,"Mahindra Ssangyong Rexton RX7","Mumbai",2016,40000,"Diesel","Automatic","First",11.18,2696,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7109,"Hyundai Creta 1.6 CRDi SX Option","Pune",2016,83500,"Diesel","Manual","First",19.67,1582,126.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7110,"Tata Zest Quadrajet 1.3 75PS XE","Kolkata",2017,22000,"Diesel","Manual","First",22.95,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7111,"Chevrolet Enjoy Petrol LTZ 7 Seater","Mumbai",2013,39000,"Petrol","Manual","First",13.7,1399,98.82,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7112,"Skoda Superb Elegance 2.0 TDI CR AT","Pune",2013,90000,"Diesel","Automatic","First",17.2,1968,138.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7113,"Hyundai i20 2015-2017 Magna Optional 1.4 CRDi","Pune",2012,134487,"Diesel","Manual","First",21.9,1396,88.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7114,"Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus","Bangalore",2014,65000,"Diesel","Automatic","First",15.73,1968,174.33,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7115,"Mahindra Scorpio S6 Plus 7 Seater","Ahmedabad",2015,48000,"Diesel","Manual","First",15.4,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
